accounting_period,column,line,item,amount
2017-11-30,ASSET,4,Claims on non-euro area residents denominated in euro,23503
2017-11-30,ASSET,5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,13030300000
2017-11-30,ASSET,6,Other claims on euro area credit institutions denominated in euro,19853633020
2017-11-30,ASSET,7,Securities of euro area residents denominated in euro,72981859395
2017-11-30,ASSET,8,General government long-term debt denominated in euro,5737931543
2017-11-30,ASSET,9,Intra-Eurosystem claims,1743026102
2017-11-30,ASSET,11,Other assets,2309959732
2017-11-30,LIABILITY,1,Banknotes in circulation,30429624025
2017-11-30,LIABILITY,2,Liabilities to euro area credit institutions related to monetary policy operations denominated in euro,1716356944
2017-11-30,LIABILITY,3,Other liabilities to euro area credit institutions denominated in euro,0
2017-11-30,LIABILITY,4,Liabilities to other euro area residents denominated in euro,9988399399
2017-11-30,LIABILITY,5,Liabilities to non-euro area residents denominated in euro,2357838372
2017-11-30,LIABILITY,6,Liabilities to euro area residents denominated in foreign currency,717106629
2017-11-30,LIABILITY,7,Liabilities to non-euro area residents denominated in foreign currency,2454
2017-11-30,LIABILITY,8,Counterpart of special drawing rights allocated by the IMF,0
2017-11-30,LIABILITY,9,Intra-Eurosystem liabilities,65770457318
2017-11-30,LIABILITY,11,Other liabilities,1057609491
2017-11-30,LIABILITY,12,Provisions,7479462535
2017-11-30,LIABILITY,13,Revaluation accounts,3480794330
2017-11-30,LIABILITY,14,Capital and reserves,815502953
2017-12-31,ASSET,1,Gold and gold receivables,5190832297
2017-12-31,ASSET,2,Claims on non-euro area residents denominated in foreign currency,2597159265
2017-12-31,ASSET,3,Claims on euro area residents denominated in foreign currency,271455735
2017-12-31,ASSET,4,Claims on non-euro area residents denominated in euro,23489
2017-12-31,ASSET,5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,12059000000
2017-12-31,ASSET,6,Other claims on euro area credit institutions denominated in euro,21614898570
2017-12-31,ASSET,7,Securities of euro area residents denominated in euro,73944793921
2017-12-31,ASSET,8,General government long-term debt denominated in euro,5717976316
2017-12-31,ASSET,9,Intra-Eurosystem claims,1914063363
2017-12-31,ASSET,10,Items in course of settlement,85254
2017-12-31,ASSET,11,Other assets,2130224128
2017-12-31,LIABILITY,1,Banknotes in circulation,31111777700
2017-12-31,LIABILITY,2,Liabilities to euro area credit institutions related to monetary policy operations denominated in euro,1959800623
2017-12-31,LIABILITY,3,Other liabilities to euro area credit institutions denominated in euro,0
2017-12-31,LIABILITY,4,Liabilities to other euro area residents denominated in euro,12397028127
2017-12-31,LIABILITY,5,Liabilities to non-euro area residents denominated in euro,2423950875
2017-12-31,LIABILITY,6,Liabilities to euro area residents denominated in foreign currency,711599699
2017-12-31,LIABILITY,7,Liabilities to non-euro area residents denominated in foreign currency,2415
2017-12-31,LIABILITY,8,Counterpart of special drawing rights allocated by the IMF,0
2017-12-31,LIABILITY,9,Intra-Eurosystem liabilities,64160258188
2017-12-31,LIABILITY,10,Items in course of settlement,913852
2017-12-31,LIABILITY,11,Other liabilities,1068668202
2017-12-31,LIABILITY,12,Provisions,7600331097
2017-12-31,LIABILITY,13,Revaluation accounts,3412541786
2017-12-31,LIABILITY,14,Capital and reserves,593639774
2018-01-31,ASSET,1,Gold and gold receivables,5191552949
2018-01-31,ASSET,2,Claims on non-euro area residents denominated in foreign currency,2704271411
2018-01-31,ASSET,3,Claims on euro area residents denominated in foreign currency,347722722
2018-01-31,ASSET,4,Claims on non-euro area residents denominated in euro,23474
2018-01-31,ASSET,5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,11665000000
2018-01-31,ASSET,6,Other claims on euro area credit institutions denominated in euro,17428384461
2018-01-31,ASSET,7,Securities of euro area residents denominated in euro,74126916318
2018-01-31,ASSET,8,General government long-term debt denominated in euro,5717976316
2018-01-31,ASSET,9,Intra-Eurosystem claims,1743026102
2018-01-31,ASSET,11,Other assets,2121665555
2018-01-31,LIABILITY,1,Banknotes in circulation,30483651000
2018-01-31,LIABILITY,2,Liabilities to euro area credit institutions related to monetary policy operations denominated in euro,2523345643
2018-01-31,LIABILITY,3,Other liabilities to euro area credit institutions denominated in euro,0
2018-01-31,LIABILITY,4,Liabilities to other euro area residents denominated in euro,10486900594
2018-01-31,LIABILITY,5,Liabilities to non-euro area residents denominated in euro,2429092727
2018-01-31,LIABILITY,6,Liabilities to euro area residents denominated in foreign currency,710860196
2018-01-31,LIABILITY,7,Liabilities to non-euro area residents denominated in foreign currency,2415
2018-01-31,LIABILITY,8,Counterpart of special drawing rights allocated by the IMF,0
2018-01-31,LIABILITY,9,Intra-Eurosystem liabilities,61650331808
2018-01-31,LIABILITY,11,Other liabilities,1156156601
2018-01-31,LIABILITY,12,Provisions,7600015663
2018-01-31,LIABILITY,13,Revaluation accounts,3412541786
2018-01-31,LIABILITY,14,Capital and reserves,593640874
2018-02-28,ASSET,1,Gold and gold receivables,5191924132
2018-02-28,ASSET,2,Claims on non-euro area residents denominated in foreign currency,2859663379
2018-02-28,ASSET,3,Claims on euro area residents denominated in foreign currency,184354533
2018-02-28,ASSET,4,Claims on non-euro area residents denominated in euro,23474
2018-02-28,ASSET,5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,11240000000
2018-02-28,ASSET,6,Other claims on euro area credit institutions denominated in euro,15057710322
2018-02-28,ASSET,7,Securities of euro area residents denominated in euro,74490448581
2018-02-28,ASSET,8,General government long-term debt denominated in euro,5717976316
2018-02-28,ASSET,9,Intra-Eurosystem claims,1743026102
2018-02-28,ASSET,11,Other assets,2094071109
2018-02-28,LIABILITY,1,Banknotes in circulation,30491251450
2018-02-28,LIABILITY,2,Liabilities to euro area credit institutions related to monetary policy operations denominated in euro,3399567144
2018-02-28,LIABILITY,3,Other liabilities to euro area credit institutions denominated in euro,0
2018-02-28,LIABILITY,4,Liabilities to other euro area residents denominated in euro,12397098301
2018-02-28,LIABILITY,5,Liabilities to non-euro area residents denominated in euro,2391945495
2018-02-28,LIABILITY,6,Liabilities to euro area residents denominated in foreign currency,702010325
2018-02-28,LIABILITY,7,Liabilities to non-euro area residents denominated in foreign currency,2415
2018-02-28,LIABILITY,8,Counterpart of special drawing rights allocated by the IMF,0
2018-02-28,LIABILITY,9,Intra-Eurosystem liabilities,57263562410
2018-02-28,LIABILITY,11,Other liabilities,327451562
2018-02-28,LIABILITY,12,Provisions,7600126186
2018-02-28,LIABILITY,13,Revaluation accounts,3412541786
2018-02-28,LIABILITY,14,Capital and reserves,593640874
2018-03-31,ASSET,1,Gold and gold receivables,5163351281
2018-03-31,ASSET,2,Claims on non-euro area residents denominated in foreign currency,2548914569
2018-03-31,ASSET,3,Claims on euro area residents denominated in foreign currency,444388452
2018-03-31,ASSET,4,Claims on non-euro area residents denominated in euro,23447
2018-03-31,ASSET,5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,11291000000
2018-03-31,ASSET,6,Other claims on euro area credit institutions denominated in euro,13553326784
2018-03-31,ASSET,7,Securities of euro area residents denominated in euro,74456639455
2018-03-31,ASSET,8,General government long-term debt denominated in euro,5703791685
2018-03-31,ASSET,9,Intra-Eurosystem claims,1743026102
2018-03-31,ASSET,11,Other assets,2171588470
2018-03-31,LIABILITY,1,Banknotes in circulation,30941322340
2018-03-31,LIABILITY,2,Liabilities to euro area credit institutions related to monetary policy operations denominated in euro,3658162042
2018-03-31,LIABILITY,3,Other liabilities to euro area credit institutions denominated in euro,0
2018-03-31,LIABILITY,4,Liabilities to other euro area residents denominated in euro,16574676077
2018-03-31,LIABILITY,5,Liabilities to non-euro area residents denominated in euro,2410081152
2018-03-31,LIABILITY,6,Liabilities to euro area residents denominated in foreign currency,696579544
2018-03-31,LIABILITY,7,Liabilities to non-euro area residents denominated in foreign currency,2350
2018-03-31,LIABILITY,8,Counterpart of special drawing rights allocated by the IMF,0
2018-03-31,LIABILITY,9,Intra-Eurosystem liabilities,50919001500
2018-03-31,LIABILITY,11,Other liabilities,332371634
2018-03-31,LIABILITY,12,Provisions,7600477307
2018-03-31,LIABILITY,13,Revaluation accounts,3349735425
2018-03-31,LIABILITY,14,Capital and reserves,593640874
2018-04-30,ASSET,1,Gold and gold receivables,5163823143
2018-04-30,ASSET,2,Claims on non-euro area residents denominated in foreign currency,2446406359
2018-04-30,ASSET,3,Claims on euro area residents denominated in foreign currency,541332503
2018-04-30,ASSET,4,Claims on non-euro area residents denominated in euro,23432
2018-04-30,ASSET,5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,11370000000
2018-04-30,ASSET,6,Other claims on euro area credit institutions denominated in euro,10216272322
2018-04-30,ASSET,7,Securities of euro area residents denominated in euro,74718928479
2018-04-30,ASSET,8,General government long-term debt denominated in euro,5703791686
2018-04-30,ASSET,9,Intra-Eurosystem claims,1743026102
2018-04-30,ASSET,11,Other assets,2111065455
2018-04-30,LIABILITY,1,Banknotes in circulation,30997026850
2018-04-30,LIABILITY,2,Liabilities to euro area credit institutions related to monetary policy operations denominated in euro,3290826415
2018-04-30,LIABILITY,3,Other liabilities to euro area credit institutions denominated in euro,0
2018-04-30,LIABILITY,4,Liabilities to other euro area residents denominated in euro,16254310768
2018-04-30,LIABILITY,5,Liabilities to non-euro area residents denominated in euro,2411066674
2018-04-30,LIABILITY,6,Liabilities to euro area residents denominated in foreign currency,697218774
2018-04-30,LIABILITY,7,Liabilities to non-euro area residents denominated in foreign currency,2350
2018-04-30,LIABILITY,8,Counterpart of special drawing rights allocated by the IMF,0
2018-04-30,LIABILITY,9,Intra-Eurosystem liabilities,48428187343
2018-04-30,LIABILITY,11,Other liabilities,391847321
2018-04-30,LIABILITY,12,Provisions,7600806686
2018-04-30,LIABILITY,13,Revaluation accounts,3349735425
2018-04-30,LIABILITY,14,Capital and reserves,593640874
2018-05-31,ASSET,1,Gold and gold receivables,5164900665
2018-05-31,ASSET,2,Claims on non-euro area residents denominated in foreign currency,2246562750
2018-05-31,ASSET,3,Claims on euro area residents denominated in foreign currency,467028598
2018-05-31,ASSET,4,Claims on non-euro area residents denominated in euro,523418
2018-05-31,ASSET,5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,11310000000
2018-05-31,ASSET,6,Other claims on euro area credit institutions denominated in euro,9560199172
2018-05-31,ASSET,7,Securities of euro area residents denominated in euro,75232816001
2018-05-31,ASSET,8,General government long-term debt denominated in euro,5703791686
2018-05-31,ASSET,9,Intra-Eurosystem claims,1743026102
2018-05-31,ASSET,11,Other assets,2134390650
2018-05-31,LIABILITY,1,Banknotes in circulation,31123709875
2018-05-31,LIABILITY,2,Liabilities to euro area credit institutions related to monetary policy operations denominated in euro,5031202797
2018-05-31,LIABILITY,3,Other liabilities to euro area credit institutions denominated in euro,0
2018-05-31,LIABILITY,4,Liabilities to other euro area residents denominated in euro,15979483831
2018-05-31,LIABILITY,5,Liabilities to non-euro area residents denominated in euro,2432085854
2018-05-31,LIABILITY,6,Liabilities to euro area residents denominated in foreign currency,697371723
2018-05-31,LIABILITY,7,Liabilities to non-euro area residents denominated in foreign currency,2350
2018-05-31,LIABILITY,8,Counterpart of special drawing rights allocated by the IMF,0
2018-05-31,LIABILITY,9,Intra-Eurosystem liabilities,46234254701
2018-05-31,LIABILITY,11,Other liabilities,520597772
2018-05-31,LIABILITY,12,Provisions,7601119639
2018-05-31,LIABILITY,13,Revaluation accounts,3349735425
2018-05-31,LIABILITY,14,Capital and reserves,593675074
2018-06-30,ASSET,1,Gold and gold receivables,5155092108
2018-06-30,ASSET,2,Claims on non-euro area residents denominated in foreign currency,2508028490
2018-06-30,ASSET,3,Claims on euro area residents denominated in foreign currency,302531414
2018-06-30,ASSET,4,Claims on non-euro area residents denominated in euro,523403
2018-06-30,ASSET,5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,8989000000
2018-06-30,ASSET,6,Other claims on euro area credit institutions denominated in euro,7318449429
2018-06-30,ASSET,7,Securities of euro area residents denominated in euro,75148919660
2018-06-30,ASSET,8,General government long-term debt denominated in euro,5283310511
2018-06-30,ASSET,9,Intra-Eurosystem claims,1743026102
2018-06-30,ASSET,11,Other assets,2129370572
2018-06-30,LIABILITY,1,Banknotes in circulation,31399186325
2018-06-30,LIABILITY,2,Liabilities to euro area credit institutions related to monetary policy operations denominated in euro,4499200357
2018-06-30,LIABILITY,3,Other liabilities to euro area credit institutions denominated in euro,0
2018-06-30,LIABILITY,4,Liabilities to other euro area residents denominated in euro,16402136461
2018-06-30,LIABILITY,5,Liabilities to non-euro area residents denominated in euro,2462539075
2018-06-30,LIABILITY,6,Liabilities to euro area residents denominated in foreign currency,712828092
2018-06-30,LIABILITY,7,Liabilities to non-euro area residents denominated in foreign currency,2484
2018-06-30,LIABILITY,8,Counterpart of special drawing rights allocated by the IMF,0
2018-06-30,LIABILITY,9,Intra-Eurosystem liabilities,40940684055
2018-06-30,LIABILITY,11,Other liabilities,551435642
2018-06-30,LIABILITY,12,Provisions,7601380200
2018-06-30,LIABILITY,13,Revaluation accounts,3415183924
2018-06-30,LIABILITY,14,Capital and reserves,593675074
2018-07-31,ASSET,1,Gold and gold receivables,5156142554
2018-07-31,ASSET,2,Claims on non-euro area residents denominated in foreign currency,2414133111
2018-07-31,ASSET,3,Claims on euro area residents denominated in foreign currency,403318789
2018-07-31,ASSET,4,Claims on non-euro area residents denominated in euro,523109
2018-07-31,ASSET,5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,8180000000
2018-07-31,ASSET,6,Other claims on euro area credit institutions denominated in euro,4836430198
2018-07-31,ASSET,7,Securities of euro area residents denominated in euro,75596450147
2018-07-31,ASSET,8,General government long-term debt denominated in euro,5283310511
2018-07-31,ASSET,9,Intra-Eurosystem claims,1862552202
2018-07-31,ASSET,11,Other assets,2120782275
2018-07-31,LIABILITY,1,Banknotes in circulation,31610935925
2018-07-31,LIABILITY,2,Liabilities to euro area credit institutions related to monetary policy operations denominated in euro,5542481355
2018-07-31,LIABILITY,3,Other liabilities to euro area credit institutions denominated in euro,0
2018-07-31,LIABILITY,4,Liabilities to other euro area residents denominated in euro,13025139956
2018-07-31,LIABILITY,5,Liabilities to non-euro area residents denominated in euro,2461461843
2018-07-31,LIABILITY,6,Liabilities to euro area residents denominated in foreign currency,711596071
2018-07-31,LIABILITY,7,Liabilities to non-euro area residents denominated in foreign currency,2484
2018-07-31,LIABILITY,8,Counterpart of special drawing rights allocated by the IMF,0
2018-07-31,LIABILITY,9,Intra-Eurosystem liabilities,40243225158
2018-07-31,LIABILITY,11,Other liabilities,648232403
2018-07-31,LIABILITY,12,Provisions,7601708703
2018-07-31,LIABILITY,13,Revaluation accounts,3415183924
2018-07-31,LIABILITY,14,Capital and reserves,593675074
2018-08-31,ASSET,1,Gold and gold receivables,5156767134
2018-08-31,ASSET,2,Claims on non-euro area residents denominated in foreign currency,2266311709
2018-08-31,ASSET,3,Claims on euro area residents denominated in foreign currency,495339136
2018-08-31,ASSET,4,Claims on non-euro area residents denominated in euro,522831
2018-08-31,ASSET,5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,8146000000
2018-08-31,ASSET,6,Other claims on euro area credit institutions denominated in euro,4488296800
2018-08-31,ASSET,7,Securities of euro area residents denominated in euro,75920161681
2018-08-31,ASSET,8,General government long-term debt denominated in euro,5283310511
2018-08-31,ASSET,9,Intra-Eurosystem claims,2887794517
2018-08-31,ASSET,11,Other assets,2176583100
2018-08-31,LIABILITY,1,Banknotes in circulation,31704347050
2018-08-31,LIABILITY,2,Liabilities to euro area credit institutions related to monetary policy operations denominated in euro,6276492870
2018-08-31,LIABILITY,3,Other liabilities to euro area credit institutions denominated in euro,0
2018-08-31,LIABILITY,4,Liabilities to other euro area residents denominated in euro,26836176049
2018-08-31,LIABILITY,5,Liabilities to non-euro area residents denominated in euro,2443717191
2018-08-31,LIABILITY,6,Liabilities to euro area residents denominated in foreign currency,711008492
2018-08-31,LIABILITY,7,Liabilities to non-euro area residents denominated in foreign currency,2484
2018-08-31,LIABILITY,8,Counterpart of special drawing rights allocated by the IMF,0
2018-08-31,LIABILITY,9,Intra-Eurosystem liabilities,26501808653
2018-08-31,LIABILITY,11,Other liabilities,736638735
2018-08-31,LIABILITY,12,Provisions,7602036897
2018-08-31,LIABILITY,13,Revaluation accounts,3415183924
2018-08-31,LIABILITY,14,Capital and reserves,593675074
2018-09-30,ASSET,1,Gold and gold receivables,4912708787
2018-09-30,ASSET,2,Claims on non-euro area residents denominated in foreign currency,2505319013
2018-09-30,ASSET,3,Claims on euro area residents denominated in foreign currency,280352916
2018-09-30,ASSET,4,Claims on non-euro area residents denominated in euro,522554
2018-09-30,ASSET,5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,8655000000
2018-09-30,ASSET,6,Other claims on euro area credit institutions denominated in euro,3575282191
2018-09-30,ASSET,7,Securities of euro area residents denominated in euro,76416666392
2018-09-30,ASSET,8,General government long-term debt denominated in euro,5281019046
2018-09-30,ASSET,9,Intra-Eurosystem claims,3853923182
2018-09-30,ASSET,11,Other assets,2140067628
2018-09-30,LIABILITY,1,Banknotes in circulation,31752686975
2018-09-30,LIABILITY,2,Liabilities to euro area credit institutions related to monetary policy operations denominated in euro,4619279431
2018-09-30,LIABILITY,3,Other liabilities to euro area credit institutions denominated in euro,0
2018-09-30,LIABILITY,4,Liabilities to other euro area residents denominated in euro,28398450346
2018-09-30,LIABILITY,5,Liabilities to non-euro area residents denominated in euro,2457759507
2018-09-30,LIABILITY,6,Liabilities to euro area residents denominated in foreign currency,709817530
2018-09-30,LIABILITY,7,Liabilities to non-euro area residents denominated in foreign currency,2502
2018-09-30,LIABILITY,8,Counterpart of special drawing rights allocated by the IMF,0
2018-09-30,LIABILITY,9,Intra-Eurosystem liabilities,27592322459
2018-09-30,LIABILITY,11,Other liabilities,718133318
2018-09-30,LIABILITY,12,Provisions,7602330123
2018-09-30,LIABILITY,13,Revaluation accounts,3176404444
2018-09-30,LIABILITY,14,Capital and reserves,593675074
2018-10-31,ASSET,1,Gold and gold receivables,4913705340
2018-10-31,ASSET,2,Claims on non-euro area residents denominated in foreign currency,2476733183
2018-10-31,ASSET,3,Claims on euro area residents denominated in foreign currency,290462096
2018-10-31,ASSET,4,Claims on non-euro area residents denominated in euro,522300
2018-10-31,ASSET,5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,9635000000
2018-10-31,ASSET,6,Other claims on euro area credit institutions denominated in euro,3569290633
2018-10-31,ASSET,7,Securities of euro area residents denominated in euro,76392006432
2018-10-31,ASSET,8,General government long-term debt denominated in euro,5281019046
2018-10-31,ASSET,9,Intra-Eurosystem claims,4848519692
2018-10-31,ASSET,11,Other assets,2056018655
2018-10-31,LIABILITY,1,Banknotes in circulation,31881416275
2018-10-31,LIABILITY,2,Liabilities to euro area credit institutions related to monetary policy operations denominated in euro,4385199585
2018-10-31,LIABILITY,3,Other liabilities to euro area credit institutions denominated in euro,0
2018-10-31,LIABILITY,4,Liabilities to other euro area residents denominated in euro,28602702317
2018-10-31,LIABILITY,5,Liabilities to non-euro area residents denominated in euro,2457680898
2018-10-31,LIABILITY,6,Liabilities to euro area residents denominated in foreign currency,709817182
2018-10-31,LIABILITY,7,Liabilities to non-euro area residents denominated in foreign currency,2502
2018-10-31,LIABILITY,8,Counterpart of special drawing rights allocated by the IMF,0
2018-10-31,LIABILITY,9,Intra-Eurosystem liabilities,29257765683
2018-10-31,LIABILITY,11,Other liabilities,795896708
2018-10-31,LIABILITY,12,Provisions,7602655699
2018-10-31,LIABILITY,13,Revaluation accounts,3176404444
2018-10-31,LIABILITY,14,Capital and reserves,593736084
2018-11-30,ASSET,1,Gold and gold receivables,4914566115
2018-11-30,ASSET,2,Claims on non-euro area residents denominated in foreign currency,2406048725
2018-11-30,ASSET,3,Claims on euro area residents denominated in foreign currency,338205440
2018-11-30,ASSET,4,Claims on non-euro area residents denominated in euro,522008
2018-11-30,ASSET,5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,9516000000
2018-11-30,ASSET,6,Other claims on euro area credit institutions denominated in euro,2710448263
2018-11-30,ASSET,7,Securities of euro area residents denominated in euro,76387960561
2018-11-30,ASSET,8,General government long-term debt denominated in euro,5281019046
2018-11-30,ASSET,9,Intra-Eurosystem claims,5522395062
2018-11-30,ASSET,11,Other assets,2112554791
2018-11-30,LIABILITY,1,Banknotes in circulation,31977086275
2018-11-30,LIABILITY,2,Liabilities to euro area credit institutions related to monetary policy operations denominated in euro,4036345432
2018-11-30,LIABILITY,3,Other liabilities to euro area credit institutions denominated in euro,0
2018-11-30,LIABILITY,4,Liabilities to other euro area residents denominated in euro,28850802985
2018-11-30,LIABILITY,5,Liabilities to non-euro area residents denominated in euro,2488545261
2018-11-30,LIABILITY,6,Liabilities to euro area residents denominated in foreign currency,709002599
2018-11-30,LIABILITY,7,Liabilities to non-euro area residents denominated in foreign currency,2502
2018-11-30,LIABILITY,8,Counterpart of special drawing rights allocated by the IMF,0
2018-11-30,LIABILITY,9,Intra-Eurosystem liabilities,28857224297
2018-11-30,LIABILITY,11,Other liabilities,897931929
2018-11-30,LIABILITY,12,Provisions,7602637573
2018-11-30,LIABILITY,13,Revaluation accounts,3176404444
2018-11-30,LIABILITY,14,Capital and reserves,593736714
2018-12-31,ASSET,1,Gold and gold receivables,5390195138
2018-12-31,ASSET,2,Claims on non-euro area residents denominated in foreign currency,2483673148
2018-12-31,ASSET,3,Claims on euro area residents denominated in foreign currency,320388447
2018-12-31,ASSET,4,Claims on non-euro area residents denominated in euro,521741
2018-12-31,ASSET,5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,10123400000
2018-12-31,ASSET,6,Other claims on euro area credit institutions denominated in euro,947532869
2018-12-31,ASSET,7,Securities of euro area residents denominated in euro,76536148136
2018-12-31,ASSET,8,General government long-term debt denominated in euro,5295537932
2018-12-31,ASSET,9,Intra-Eurosystem claims,5963874072
2018-12-31,ASSET,10,Items in course of settlement,0
2018-12-31,ASSET,11,Other assets,2101918610
2018-12-31,LIABILITY,1,Banknotes in circulation,32717386050
2018-12-31,LIABILITY,2,Liabilities to euro area credit institutions related to monetary policy operations denominated in euro,6942079203
2018-12-31,LIABILITY,3,Other liabilities to euro area credit institutions denominated in euro,0
2018-12-31,LIABILITY,4,Liabilities to other euro area residents denominated in euro,24953984561
2018-12-31,LIABILITY,5,Liabilities to non-euro area residents denominated in euro,2395528696
2018-12-31,LIABILITY,6,Liabilities to euro area residents denominated in foreign currency,714999931
2018-12-31,LIABILITY,7,Liabilities to non-euro area residents denominated in foreign currency,2529
2018-12-31,LIABILITY,8,Counterpart of special drawing rights allocated by the IMF,0
2018-12-31,LIABILITY,9,Intra-Eurosystem liabilities,28596286346
2018-12-31,LIABILITY,10,Items in course of settlement,1985586
2018-12-31,LIABILITY,11,Other liabilities,770434515
2018-12-31,LIABILITY,12,Provisions,7805756379
2018-12-31,LIABILITY,13,Revaluation accounts,3671010783
2018-12-31,LIABILITY,14,Capital and reserves,593735514
2019-01-31,ASSET,1,Gold and gold receivables,5391986204
2019-01-31,ASSET,2,Claims on non-euro area residents denominated in foreign currency,2275813371
2019-01-31,ASSET,3,Claims on euro area residents denominated in foreign currency,495575061
2019-01-31,ASSET,4,Claims on non-euro area residents denominated in euro,521478
2019-01-31,ASSET,5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,9541700000
2019-01-31,ASSET,6,Other claims on euro area credit institutions denominated in euro,290840637
2019-01-31,ASSET,7,Securities of euro area residents denominated in euro,76134783392
2019-01-31,ASSET,8,General government long-term debt denominated in euro,5295537932
2019-01-31,ASSET,9,Intra-Eurosystem claims,1602847624
2019-01-31,ASSET,11,Other assets,2107606978
2019-01-31,LIABILITY,1,Banknotes in circulation,27617812450
2019-01-31,LIABILITY,2,Liabilities to euro area credit institutions related to monetary policy operations denominated in euro,5693202503
2019-01-31,LIABILITY,3,Other liabilities to euro area credit institutions denominated in euro,0
2019-01-31,LIABILITY,4,Liabilities to other euro area residents denominated in euro,24815962835
2019-01-31,LIABILITY,5,Liabilities to non-euro area residents denominated in euro,2396732889
2019-01-31,LIABILITY,6,Liabilities to euro area residents denominated in foreign currency,719496857
2019-01-31,LIABILITY,7,Liabilities to non-euro area residents denominated in foreign currency,2529
2019-01-31,LIABILITY,8,Counterpart of special drawing rights allocated by the IMF,0
2019-01-31,LIABILITY,9,Intra-Eurosystem liabilities,28973344301
2019-01-31,LIABILITY,11,Other liabilities,849989630
2019-01-31,LIABILITY,12,Provisions,7805922386
2019-01-31,LIABILITY,13,Revaluation accounts,3671010783
2019-01-31,LIABILITY,14,Capital and reserves,593735514
2019-02-28,ASSET,1,Gold and gold receivables,5394001339
2019-02-28,ASSET,2,Claims on non-euro area residents denominated in foreign currency,2261038296
2019-02-28,ASSET,3,Claims on euro area residents denominated in foreign currency,366224501
2019-02-28,ASSET,4,Claims on non-euro area residents denominated in euro,521187
2019-02-28,ASSET,5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,8913300000
2019-02-28,ASSET,6,Other claims on euro area credit institutions denominated in euro,93717247
2019-02-28,ASSET,7,Securities of euro area residents denominated in euro,76090343995
2019-02-28,ASSET,8,General government long-term debt denominated in euro,5295537932
2019-02-28,ASSET,9,Intra-Eurosystem claims,2159224746
2019-02-28,ASSET,11,Other assets,2115625421
2019-02-28,LIABILITY,1,Banknotes in circulation,27666185900
2019-02-28,LIABILITY,2,Liabilities to euro area credit institutions related to monetary policy operations denominated in euro,4825863118
2019-02-28,LIABILITY,3,Other liabilities to euro area credit institutions denominated in euro,0
2019-02-28,LIABILITY,4,Liabilities to other euro area residents denominated in euro,27935664373
2019-02-28,LIABILITY,5,Liabilities to non-euro area residents denominated in euro,2407877524
2019-02-28,LIABILITY,6,Liabilities to euro area residents denominated in foreign currency,724404990
2019-02-28,LIABILITY,7,Liabilities to non-euro area residents denominated in foreign currency,2529
2019-02-28,LIABILITY,8,Counterpart of special drawing rights allocated by the IMF,0
2019-02-28,LIABILITY,9,Intra-Eurosystem liabilities,26058472253
2019-02-28,LIABILITY,11,Other liabilities,1000663439
2019-02-28,LIABILITY,12,Provisions,7805654241
2019-02-28,LIABILITY,13,Revaluation accounts,3671010783
2019-02-28,LIABILITY,14,Capital and reserves,593735514
2019-03-31,ASSET,1,Gold and gold receivables,5567147142
2019-03-31,ASSET,2,Claims on non-euro area residents denominated in foreign currency,2309561127
2019-03-31,ASSET,3,Claims on euro area residents denominated in foreign currency,352627155
2019-03-31,ASSET,4,Claims on non-euro area residents denominated in euro,23293
2019-03-31,ASSET,5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,8363300000
2019-03-31,ASSET,6,Other claims on euro area credit institutions denominated in euro,18922738
2019-03-31,ASSET,7,Securities of euro area residents denominated in euro,75703876190
2019-03-31,ASSET,8,General government long-term debt denominated in euro,5335268853
2019-03-31,ASSET,9,Intra-Eurosystem claims,2451945631
2019-03-31,ASSET,11,Other assets,2129797665
2019-03-31,LIABILITY,1,Banknotes in circulation,27787496550
2019-03-31,LIABILITY,2,Liabilities to euro area credit institutions related to monetary policy operations denominated in euro,4543991128
2019-03-31,LIABILITY,3,Other liabilities to euro area credit institutions denominated in euro,0
2019-03-31,LIABILITY,4,Liabilities to other euro area residents denominated in euro,29694158196
2019-03-31,LIABILITY,5,Liabilities to non-euro area residents denominated in euro,2434678520
2019-03-31,LIABILITY,6,Liabilities to euro area residents denominated in foreign currency,736531197
2019-03-31,LIABILITY,7,Liabilities to non-euro area residents denominated in foreign currency,2578
2019-03-31,LIABILITY,8,Counterpart of special drawing rights allocated by the IMF,0
2019-03-31,LIABILITY,9,Intra-Eurosystem liabilities,23742420303
2019-03-31,LIABILITY,11,Other liabilities,1006993102
2019-03-31,LIABILITY,12,Provisions,7805967933
2019-03-31,LIABILITY,13,Revaluation accounts,3886494775
